league,season,team,wins,losses,games,scored,allowed,close_wins,close_losses,close_games
NFL,1944,New York Giants,8.5,1.5,10,206,75,3.5,1.5,5
NFL,1945,Arizona Cardinals,1,9,10,98,228,0,2,2
NFL,1945,Indianapolis Colts,3.5,6.5,10,123,211,2.5,1.5,4
NFL,1945,Los Angeles Rams,9,1,10,244,136,2,0,2
NFL,1945,Green Bay Packers,6,4,10,258,173,0,1,1
NFL,1945,Philadelphia Eagles,7,3,10,272,133,0,2,2
NFL,1945,Pittsburgh Steelers,2,8,10,79,220,0,1,1
NFL,1945,Chicago Bears,3,7,10,192,235,2,3,5
NFL,1945,Detroit Lions,7,3,10,195,194,4,1,5
NFL,1945,Washington Commanders,8,2,10,209,121,2,1,3
NFL,1945,New York Giants,3.5,6.5,10,179,198,1.5,1.5,3
NFL,1946,Pittsburgh Steelers,5.5,5.5,11,136,117,3.5,3.5,7
NFL,1946,Los Angeles Rams,6.5,4.5,11,277,257,2.5,1.5,4
NFL,1946,Washington Commanders,5.5,5.5,11,171,191,3.5,3.5,7
NFL,1946,Green Bay Packers,6,5,11,148,158,1,2,3
NFL,1946,Arizona Cardinals,6,5,11,260,198,1,3,4
NFL,1946,Indianapolis Colts,2.5,8.5,11,189,273,0.5,2.5,3
NFL,1946,Philadelphia Eagles,6,5,11,231,220,2,2,4
NFL,1946,Detroit Lions,1,10,11,142,310,0,2,2
NFL,1946,Chicago Bears,8.5,2.5,11,289,193,4.5,1.5,6
NFL,1946,New York Giants,7.5,3.5,11,236,162,3.5,0.5,4
NFL,1947,Pittsburgh Steelers,8,4,12,240,259,3,1,4
NFL,1947,Green Bay Packers,6.5,5.5,12,274,210,1.5,4.5,6
NFL,1947,Philadelphia Eagles,8,4,12,308,242,2,1,3
NFL,1947,Arizona Cardinals,9,3,12,306,231,3,1,4
NFL,1947,Indianapolis Colts,4.5,7.5,12,168,256,2.5,1.5,4
NFL,1947,Washington Commanders,4,8,12,295,367,2,3,5
NFL,1947,Detroit Lions,3,9,12,231,305,0,1,1
NFL,1947,Chicago Bears,8,4,12,363,241,2,1,3
NFL,1947,Los Angeles Rams,6,6,12,259,214,1,3,4
NFL,1947,New York Giants,3,9,12,190,309,2,2,4
NFL,1948,Indianapolis Colts,3,9,12,174,372,2,0,2
NFL,1948,Los Angeles Rams,6.5,5.5,12,327,269,1.5,2.5,4
NFL,1948,Arizona Cardinals,11,1,12,395,226,4,0,4
NFL,1948,Green Bay Packers,3,9,12,154,290,0,2,2
NFL,1948,Washington Commanders,7,5,12,291,287,2,1,3
NFL,1948,Pittsburgh Steelers,4,8,12,200,243,1,4,5
NFL,1948,Detroit Lions,2,10,12,200,407,2,2,4
NFL,1948,Chicago Bears,10,2,12,375,151,1,2,3
NFL,1948,Philadelphia Eagles,9.5,2.5,12,376,156,1.5,1.5,3
NFL,1948,New York Giants,4,8,12,297,388,1,1,2
NFL,1949,Indianapolis Colts,1.5,10.5,12,153,368,1.5,2.5,4
NFL,1949,Los Angeles Rams,9,3,12,360,239,3,2,5
NFL,1949,Green Bay Packers,2,10,12,114,329,1,0,1
NFL,1949,Pittsburgh Steelers,6.5,5.5,12,224,214,2.5,0.5,3
NFL,1949,Arizona Cardinals,6.5,5.5,12,360,301,1.5,1.5,3
NFL,1949,Detroit Lions,4,8,12,237,259,1,5,6
NFL,1949,Philadelphia Eagles,11,1,12,364,134,2,0,2
NFL,1949,Chicago Bears,9,3,12,332,218,1,2,3
NFL,1949,Washington Commanders,4.5,7.5,12,268,339,0.5,0.5,1
NFL,1949,New York Giants,6,6,12,287,298,2,2,4
NFL,1950,Philadelphia Eagles,6,6,12,254,141,1,5,6
NFL,1950,Pittsburgh Steelers,6,6,12,180,195,1,2,3
NFL,1950,Los Angeles Rams,9,3,12,466,309,3,1,4
NFL,1950,San Francisco 49ers,3,9,12,213,300,2,4,6
NFL,1950,Green Bay Packers,3,9,12,244,406,1,1,2
NFL,1950,Baltimore Colts (1st),1,11,12,213,462,0,1,1
NFL,1950,Detroit Lions,6,6,12,321,285,2,3,5
NFL,1950,Arizona Cardinals,5,7,12,233,287,1,1,2
NFL,1950,Indianapolis Colts,7,5,12,366,367,2,2,4
NFL,1950,Cleveland Browns,10,2,12,310,144,3,2,5
NFL,1950,Washington Commanders,3,9,12,232,326,0,3,3
NFL,1950,Chicago Bears,9,3,12,279,207,3,0,3
NFL,1950,New York Giants,10,2,12,268,150,6,0,6
NFL,1951,Los Angeles Rams,8,4,12,392,261,2,1,3
NFL,1951,San Francisco 49ers,7.5,4.5,12,255,205,3.5,4.5,8
NFL,1951,Detroit Lions,7.5,4.5,12,336,259,2.5,3.5,6
NFL,1951,Green Bay Packers,3,9,12,254,375,2,2,4
NFL,1951,Arizona Cardinals,3,9,12,210,287,1,3,4
NFL,1951,Pittsburgh Steelers,4.5,7.5,12,183,235,1.5,2.5,4
NFL,1951,Philadelphia Eagles,4,8,12,234,264,2,4,6
NFL,1951,Washington Commanders,5,7,12,183,296,3,0,3
NFL,1951,New York Giants,9.5,2.5,12,254,161,2.5,1.5,4
NFL,1951,Chicago Bears,7,5,12,286,282,3,0,3
NFL,1951,Cleveland Browns,11,1,12,331,152,2,0,2
NFL,1951,Indianapolis Colts,2,10,12,241,382,2,5,7
NFL,1952,San Francisco 49ers,7,5,12,285,221,1,1,2
NFL,1952,Green Bay Packers,6,6,12,295,312,1,1,2
NFL,1952,Indianapolis Colts,1,11,12,182,427,1,0,1
NFL,1952,Pittsburgh Steelers,5,7,12,300,273,3,5,8
NFL,1952,Cleveland Browns,8,4,12,310,213,3,3,6
NFL,1952,Arizona Cardinals,4,8,12,172,221,2,4,6
NFL,1952,Los Angeles Rams,9,3,12,349,234,1,2,3
NFL,1952,Philadelphia Eagles,7,5,12,252,271,5,3,8
NFL,1952,Washington Commanders,4,8,12,240,287,2,4,6
NFL,1952,Detroit Lions,9,3,12,344,192,2,1,3
NFL,1952,Chicago Bears,5,7,12,245,326,3,1,4
NFL,1952,New York Giants,7,5,12,234,231,3,2,5
NFL,1953,Arizona Cardinals,1.5,10.5,12,190,337,1.5,3.5,5
NFL,1953,Detroit Lions,10,2,12,271,205,5,0,5
NFL,1953,San Francisco 49ers,9,3,12,372,237,3,3,6
NFL,1953,Green Bay Packers,2.5,9.5,12,200,338,0.5,2.5,3
NFL,1953,Indianapolis Colts,3,9,12,182,350,2,1,3
NFL,1953,Los Angeles Rams,8.5,3.5,12,366,236,1.5,3.5,5
NFL,1953,Philadelphia Eagles,7.5,4.5,12,352,215,0.5,0.5,1
NFL,1953,Pittsburgh Steelers,6,6,12,211,263,4,2,6
NFL,1953,Cleveland Browns,11,1,12,348,162,3,0,3
NFL,1953,Washington Commanders,6.5,5.5,12,208,215,3.5,2.5,6
NFL,1953,Chicago Bears,3.5,8.5,12,218,262,3.5,6.5,10
NFL,1953,New York Giants,3,9,12,179,277,1,4,5
NFL,1954,Philadelphia Eagles,7.5,4.5,12,284,230,2.5,1.5,4
NFL,1954,Indianapolis Colts,3,9,12,131,279,3,3,6
NFL,1954,San Francisco 49ers,7.5,4.5,12,313,251,4.5,3.5,8
NFL,1954,Green Bay Packers,4,8,12,234,251,1,7,8
NFL,1954,Arizona Cardinals,2,10,12,183,347,1,1,2
NFL,1954,Detroit Lions,9.5,2.5,12,337,189,4.5,2.5,7
NFL,1954,Pittsburgh Steelers,5,7,12,219,263,2,3,5
NFL,1954,Los Angeles Rams,6.5,5.5,12,314,285,4.5,2.5,7
NFL,1954,Washington Commanders,3,9,12,207,432,2,1,3
NFL,1954,Chicago Bears,8,4,12,301,279,4,2,6
NFL,1954,Cleveland Browns,9,3,12,336,162,1,1,2
NFL,1954,New York Giants,7,5,12,293,184,0,2,2
NFL,1955,Philadelphia Eagles,4.5,7.5,12,248,231,0.5,5.5,6
NFL,1955,San Francisco 49ers,4,8,12,216,298,2,2,4
NFL,1955,Cleveland Browns,9.5,2.5,12,349,218,2.5,0.5,3
NFL,1955,Green Bay Packers,6,6,12,258,276,3,2,5
NFL,1955,Indianapolis Colts,5.5,6.5,12,214,239,3.5,2.5,6
NFL,1955,Pittsburgh Steelers,4,8,12,195,285,4,2,6
NFL,1955,Los Angeles Rams,8.5,3.5,12,260,231,4.5,1.5,6
NFL,1955,Arizona Cardinals,4.5,7.5,12,224,252,0.5,2.5,3
NFL,1955,Chicago Bears,8,4,12,294,251,2,2,4
NFL,1955,Detroit Lions,3,9,12,230,275,1,5,6
NFL,1955,Washington Commanders,8,4,12,246,222,3,1,4
NFL,1955,New York Giants,6.5,5.5,12,267,223,2.5,2.5,5
NFL,1956,Green Bay Packers,4,8,12,264,342,3,3,6
NFL,1956,Los Angeles Rams,4,8,12,291,307,0,2,2
NFL,1956,San Francisco 49ers,5.5,6.5,12,233,284,3.5,2.5,6
NFL,1956,Indianapolis Colts,5,7,12,270,322,3,2,5
NFL,1956,Pittsburgh Steelers,5,7,12,217,250,2,3,5
NFL,1956,Arizona Cardinals,7,5,12,240,182,2,4,6
NFL,1956,Philadelphia Eagles,3.5,8.5,12,143,215,2.5,2.5,5
NFL,1956,Detroit Lions,9,3,12,300,188,4,2,6
NFL,1956,Cleveland Browns,5,7,12,167,177,2,3,5
NFL,1956,Washington Commanders,6,6,12,183,225,4,2,6
NFL,1956,Chicago Bears,9.5,2.5,12,363,246,1.5,1.5,3
NFL,1956,New York Giants,8.5,3.5,12,264,197,1.5,1.5,3
NFL,1957,Pittsburgh Steelers,6,6,12,161,178,2,2,4
NFL,1957,San Francisco 49ers,8,4,12,260,264,6,1,7
NFL,1957,Green Bay Packers,3,9,12,218,311,2,3,5
NFL,1957,Cleveland Browns,9.5,2.5,12,269,172,3.5,0.5,4
NFL,1957,Los Angeles Rams,6,6,12,307,278,2,4,6
NFL,1957,Indianapolis Colts,7,5,12,303,235,2,4,6
NFL,1957,Philadelphia Eagles,4,8,12,173,230,1,4,5
NFL,1957,Arizona Cardinals,3,9,12,200,299,1,2,3
NFL,1957,Chicago Bears,5,7,12,203,211,4,4,8
NFL,1957,Detroit Lions,8,4,12,251,231,3,1,4
NFL,1957,Washington Commanders,5.5,6.5,12,251,230,1.5,3.5,5
NFL,1957,New York Giants,7,5,12,254,211,3,2,5
NFL,1958,Green Bay Packers,1.5,10.5,12,193,382,1.5,1.5,3
NFL,1958,San Francisco 49ers,6,6,12,257,324,3,1,4
NFL,1958,Philadelphia Eagles,2.5,9.5,12,235,306,1.5,4.5,6
NFL,1958,Los Angeles Rams,8,4,12,344,278,3,1,4
NFL,1958,Arizona Cardinals,2.5,9.5,12,261,356,0.5,3.5,4
NFL,1958,Indianapolis Colts,9,3,12,381,203,2,2,4
NFL,1958,Pittsburgh Steelers,7.5,4.5,12,261,230,3.5,1.5,5
NFL,1958,Chicago Bears,8,4,12,298,230,1,1,2
NFL,1958,Detroit Lions,4.5,7.5,12,261,276,0.5,3.5,4
NFL,1958,Washington Commanders,4.5,7.5,12,214,268,0.5,3.5,4
NFL,1958,Cleveland Browns,9,3,12,302,217,4,2,6
NFL,1958,New York Giants,9,3,12,246,183,5,1,6
NFL,1959,Los Angeles Rams,2,10,12,242,315,1,5,6
NFL,1959,Pittsburgh Steelers,6.5,5.5,12,257,216,2.5,4.5,7
NFL,1959,Green Bay Packers,7,5,12,248,246,3,1,4
NFL,1959,Arizona Cardinals,2,10,12,234,324,0,2,2
NFL,1959,San Francisco 49ers,7,5,12,255,237,3,1,4
NFL,1959,Indianapolis Colts,9,3,12,374,251,2,3,5
NFL,1959,Philadelphia Eagles,7,5,12,268,278,4,1,5
NFL,1959,Detroit Lions,3.5,8.5,12,203,275,1.5,2.5,4
NFL,1959,Washington Commanders,3,9,12,185,350,2,1,3
NFL,1959,Cleveland Browns,7,5,12,270,214,2,3,5
NFL,1959,Chicago Bears,8,4,12,252,196,3,3,6
NFL,1959,New York Giants,10,2,12,284,170,4,1,5
NFL,1960,New England Patriots,5,9,14,286,349,2,2,4
NFL,1960,Los Angeles Chargers,10,4,14,373,336,5,0,5
NFL,1960,Las Vegas Raiders,6,8,14,319,388,3,2,5
NFL,1960,New York Jets,7,7,14,382,399,6,4,10
NFL,1960,Tennessee Titans,10,4,14,379,285,2,3,5
NFL,1960,Buffalo Bills,5.5,8.5,14,296,303,1.5,3.5,5
NFL,1960,Los Angeles Rams,4.5,7.5,12,265,297,2.5,3.5,6
NFL,1960,Dallas Cowboys,0.5,11.5,12,177,369,0.5,3.5,4
NFL,1960,Kansas City Chiefs,8,6,14,362,253,1,4,5
NFL,1960,Indianapolis Colts,6,6,12,288,234,1,3,4
NFL,1960,Green Bay Packers,8,4,12,332,209,1,2,3
NFL,1960,San Francisco 49ers,7,5,12,208,205,3,1,4
NFL,1960,Philadelphia Eagles,10,2,12,321,246,6,1,7
NFL,1960,Arizona Cardinals,6.5,5.5,12,288,230,2.5,2.5,5
NFL,1960,Cleveland Browns,8.5,3.5,12,362,217,2.5,3.5,6
NFL,1960,Denver Broncos,4.5,9.5,14,309,393,3.5,5.5,9
NFL,1960,Detroit Lions,7,5,12,239,212,2,1,3
NFL,1960,Chicago Bears,5.5,6.5,12,194,299,2.5,1.5,4
NFL,1960,Washington Commanders,2,10,12,178,309,1,2,3
NFL,1960,Pittsburgh Steelers,5.5,6.5,12,240,275,3.5,4.5,8
NFL,1960,New York Giants,7,5,12,271,261,5,4,9
NFL,1961,New England Patriots,9.5,4.5,14,413,313,5.5,2.5,8
NFL,1961,Tennessee Titans,10.5,3.5,14,513,242,0.5,1.5,2
NFL,1961,Buffalo Bills,6,8,14,294,342,2,3,5
NFL,1961,Kansas City Chiefs,6,8,14,334,343,3,3,6
NFL,1961,Minnesota Vikings,3,11,14,285,407,1,2,3
NFL,1961,Philadelphia Eagles,10,4,14,361,297,6,2,8
NFL,1961,New York Giants,10.5,3.5,14,368,220,3.5,2.5,6
NFL,1961,San Francisco 49ers,7.5,6.5,14,346,272,1.5,2.5,4
NFL,1961,Green Bay Packers,11,3,14,391,223,4,2,6
NFL,1961,Indianapolis Colts,8,6,14,302,307,5,3,8
NFL,1961,Dallas Cowboys,4.5,9.5,14,236,380,2.5,0.5,3
NFL,1961,Los Angeles Chargers,12,2,14,396,219,2,0,2
NFL,1961,Los Angeles Rams,4,10,14,263,333,0,5,5
NFL,1961,Las Vegas Raiders,2,12,14,237,458,0,5,5
NFL,1961,Cleveland Browns,8.5,5.5,14,319,270,2.5,3.5,6
NFL,1961,New York Jets,7,7,14,301,390,5,0,5
NFL,1961,Pittsburgh Steelers,6,8,14,295,287,2,4,6
NFL,1961,Detroit Lions,8.5,5.5,14,270,258,5.5,3.5,9
NFL,1961,Washington Commanders,1.5,12.5,14,174,392,0.5,3.5,4
NFL,1961,Denver Broncos,3,11,14,251,432,1,4,5
NFL,1961,Arizona Cardinals,7,7,14,279,267,1,2,3
NFL,1961,Chicago Bears,8,6,14,326,302,4,3,7
NFL,1962,Denver Broncos,7,7,14,353,334,2,4,6
NFL,1962,Kansas City Chiefs,11,3,14,389,233,2,2,4
NFL,1962,Buffalo Bills,7.5,6.5,14,309,272,3.5,3.5,7
NFL,1962,Las Vegas Raiders,1,13,14,213,370,0,3,3
NFL,1962,Cleveland Browns,7.5,6.5,14,291,257,1.5,3.5,5
NFL,1962,Philadelphia Eagles,3.5,10.5,14,282,356,0.5,4.5,5
NFL,1962,Detroit Lions,11,3,14,315,177,3,3,6
NFL,1962,Dallas Cowboys,5.5,8.5,14,398,402,0.5,3.5,4
NFL,1962,Los Angeles Chargers,4,10,14,314,392,1,4,5
NFL,1962,San Francisco 49ers,6,8,14,282,331,4,1,5
NFL,1962,Indianapolis Colts,7,7,14,293,288,1,3,4
NFL,1962,Green Bay Packers,13,1,14,415,148,3,0,3
NFL,1962,New England Patriots,9.5,4.5,14,346,295,4.5,1.5,6
NFL,1962,Los Angeles Rams,1.5,12.5,14,220,334,0.5,6.5,7
NFL,1962,Minnesota Vikings,2.5,11.5,14,254,410,0.5,2.5,3
NFL,1962,Pittsburgh Steelers,9,5,14,312,363,6,1,7
NFL,1962,Washington Commanders,6,8,14,305,376,5,3,8
NFL,1962,New York Jets,5,9,14,278,423,1,2,3
NFL,1962,Arizona Cardinals,4.5,9.5,14,287,361,2.5,2.5,5
NFL,1962,Tennessee Titans,11,3,14,387,270,6,0,6
NFL,1962,Chicago Bears,9,5,14,321,287,4,3,7
NFL,1962,New York Giants,12,2,14,398,283,6,1,7
NFL,1963,Denver Broncos,2.5,11.5,14,301,473,1.5,4.5,6
NFL,1963,Tennessee Titans,6,8,14,302,372,2,3,5
NFL,1963,Los Angeles Chargers,11,3,14,399,255,5,1,6
NFL,1963,New England Patriots,7.5,6.5,14,327,257,2.5,5.5,8
NFL,1963,Los Angeles Rams,5,9,14,210,350,5,3,8
NFL,1963,Dallas Cowboys,4,10,14,305,378,3,6,9
NFL,1963,San Francisco 49ers,2,12,14,198,391,2,5,7
NFL,1963,Green Bay Packers,11.5,2.5,14,369,206,1.5,1.5,3
NFL,1963,Indianapolis Colts,8,6,14,316,285,5,2,7
NFL,1963,Cleveland Browns,10,4,14,343,262,2,2,4
NFL,1963,Las Vegas Raiders,10,4,14,363,282,4,3,7
NFL,1963,Philadelphia Eagles,3,11,14,242,381,2,5,7
NFL,1963,New York Jets,5.5,8.5,14,249,399,4.5,2.5,7
NFL,1963,Pittsburgh Steelers,8.5,5.5,14,321,295,5.5,2.5,8
NFL,1963,Buffalo Bills,7.5,6.5,14,304,291,2.5,1.5,4
NFL,1963,Minnesota Vikings,5.5,8.5,14,309,390,3.5,2.5,6
NFL,1963,Washington Commanders,3,11,14,279,398,2,3,5
NFL,1963,Detroit Lions,5.5,8.5,14,326,265,0.5,5.5,6
NFL,1963,Chicago Bears,12,2,14,301,144,4,2,6
NFL,1963,Kansas City Chiefs,6,8,14,347,263,1,2,3
NFL,1963,New York Giants,11,3,14,448,280,1,1,2
NFL,1963,Arizona Cardinals,9,5,14,341,283,5,1,6
NFL,1964,Dallas Cowboys,5.5,8.5,14,250,289,2.5,3.5,6
NFL,1964,New York Jets,5.5,8.5,14,278,315,1.5,1.5,3
NFL,1964,Los Angeles Chargers,8.5,5.5,14,341,300,2.5,3.5,6
NFL,1964,San Francisco 49ers,4,10,14,236,330,1,2,3
NFL,1964,Philadelphia Eagles,6,8,14,312,313,2,3,5
NFL,1964,Washington Commanders,6,8,14,307,305,1,4,5
NFL,1964,Buffalo Bills,12,2,14,400,242,2,2,4
NFL,1964,Minnesota Vikings,8.5,5.5,14,355,296,2.5,3.5,6
NFL,1964,Green Bay Packers,8.5,5.5,14,342,245,2.5,3.5,6
NFL,1964,Las Vegas Raiders,6,8,14,303,350,3,3,6
NFL,1964,Pittsburgh Steelers,5,9,14,253,315,3,3,6
NFL,1964,Los Angeles Rams,6,8,14,283,339,1,1,2
NFL,1964,Tennessee Titans,4,10,14,310,355,0,4,4
NFL,1964,Cleveland Browns,10.5,3.5,14,415,293,2.5,1.5,4
NFL,1964,New York Giants,3,11,14,241,399,2,3,5
NFL,1964,Denver Broncos,2.5,11.5,14,240,438,2.5,1.5,4
NFL,1964,New England Patriots,10.5,3.5,14,365,297,6.5,0.5,7
NFL,1964,Indianapolis Colts,12,2,14,428,225,3,0,3
NFL,1964,Detroit Lions,8,6,14,280,260,2,3,5
NFL,1964,Kansas City Chiefs,7,7,14,366,306,0,2,2
NFL,1964,Chicago Bears,5,9,14,260,379,3,1,4
NFL,1964,Arizona Cardinals,10,4,14,357,331,5,1,6
NFL,1965,Los Angeles Chargers,10.5,3.5,14,340,227,2.5,1.5,4
NFL,1965,Buffalo Bills,10.5,3.5,14,313,226,2.5,2.5,5
NFL,1965,Las Vegas Raiders,8.5,5.5,14,298,239,2.5,3.5,6
NFL,1965,Tennessee Titans,4,10,14,298,429,3,1,4
NFL,1965,New York Jets,5.5,8.5,14,285,303,2.5,4.5,7
NFL,1965,Washington Commanders,6,8,14,257,301,3,3,6
NFL,1965,San Francisco 49ers,7.5,6.5,14,421,402,3.5,4.5,8
NFL,1965,Denver Broncos,4,10,14,303,392,1,4,5
NFL,1965,Dallas Cowboys,7,7,14,325,280,3,4,7
NFL,1965,Detroit Lions,6.5,7.5,14,257,295,4.5,3.5,8
NFL,1965,Pittsburgh Steelers,2,12,14,202,397,1,3,4
NFL,1965,Philadelphia Eagles,5,9,14,363,359,3,7,10
NFL,1965,Indianapolis Colts,10.5,3.5,14,389,284,4.5,1.5,6
NFL,1965,New England Patriots,5,9,14,244,302,3,1,4
NFL,1965,Los Angeles Rams,4,10,14,269,328,1,4,5
NFL,1965,Green Bay Packers,10.5,3.5,14,316,224,3.5,1.5,5
NFL,1965,Cleveland Browns,11,3,14,363,325,6,0,6
NFL,1965,Minnesota Vikings,7,7,14,383,403,3,3,6
NFL,1965,Kansas City Chiefs,8,6,14,322,285,4,3,7
NFL,1965,Arizona Cardinals,5,9,14,296,309,2,5,7
NFL,1965,Chicago Bears,9,5,14,409,275,2,3,5
NFL,1965,New York Giants,7,7,14,270,338,3,0,3
NFL,1966,Miami Dolphins,3,11,14,213,362,2,3,5
NFL,1966,Tennessee Titans,3,11,14,335,396,0,6,6
NFL,1966,Los Angeles Chargers,7.5,6.5,14,335,284,2.5,2.5,5
NFL,1966,Green Bay Packers,12,2,14,335,163,4,2,6
NFL,1966,Atlanta Falcons,3,11,14,204,437,2,1,3
NFL,1966,Pittsburgh Steelers,5.5,8.5,14,316,347,0.5,3.5,4
NFL,1966,Washington Commanders,7,7,14,351,355,3,2,5
NFL,1966,Buffalo Bills,9.5,4.5,14,358,255,1.5,0.5,2
NFL,1966,San Francisco 49ers,7,7,14,320,325,4,2,6
NFL,1966,Arizona Cardinals,8.5,5.5,14,264,265,6.5,2.5,9
NFL,1966,Detroit Lions,4.5,9.5,14,206,317,2.5,2.5,5
NFL,1966,Los Angeles Rams,8,6,14,289,212,2,3,5
NFL,1966,Las Vegas Raiders,8.5,5.5,14,315,288,1.5,1.5,3
NFL,1966,Denver Broncos,4,10,14,196,381,3,1,4
NFL,1966,Minnesota Vikings,4.5,9.5,14,292,304,1.5,4.5,6
NFL,1966,New York Jets,7,7,14,322,312,3,3,6
NFL,1966,Dallas Cowboys,10.5,3.5,14,445,239,1.5,2.5,4
NFL,1966,Cleveland Browns,9,5,14,403,259,0,2,2
NFL,1966,Philadelphia Eagles,9,5,14,326,340,3,1,4
NFL,1966,Indianapolis Colts,9,5,14,314,226,2,2,4
NFL,1966,New England Patriots,9,5,14,315,283,4,2,6
NFL,1966,New York Giants,1.5,12.5,14,263,501,1.5,2.5,4
NFL,1966,Kansas City Chiefs,11.5,2.5,14,448,276,2.5,0.5,3
NFL,1966,Chicago Bears,6,8,14,234,272,3,4,7
NFL,1967,Denver Broncos,3,11,14,256,409,2,5,7
NFL,1967,Tennessee Titans,9.5,4.5,14,258,199,6.5,1.5,8
NFL,1967,Los Angeles Chargers,8.5,5.5,14,360,352,2.5,1.5,4
NFL,1967,Las Vegas Raiders,13,1,14,468,233,4,0,4
NFL,1967,Buffalo Bills,4,10,14,237,285,2,5,7
NFL,1967,Green Bay Packers,9.5,4.5,14,332,209,4.5,4.5,9
NFL,1967,Philadelphia Eagles,6.5,7.5,14,351,409,2.5,2.5,5
NFL,1967,Indianapolis Colts,12,2,14,394,198,5,1,6
NFL,1967,Miami Dolphins,4,10,14,219,407,1,1,2
NFL,1967,Cleveland Browns,9,5,14,334,297,4,3,7
NFL,1967,Pittsburgh Steelers,4.5,9.5,14,281,320,2.5,4.5,7
NFL,1967,New Orleans Saints,3,11,14,233,379,2,3,5
NFL,1967,Arizona Cardinals,6.5,7.5,14,333,356,1.5,3.5,5
NFL,1967,Minnesota Vikings,4.5,9.5,14,233,294,3.5,5.5,9
NFL,1967,Los Angeles Rams,12,2,14,398,196,2,2,4
NFL,1967,Dallas Cowboys,9,5,14,342,268,4,4,8
NFL,1967,San Francisco 49ers,7,7,14,273,337,5,1,6
NFL,1967,Detroit Lions,6,8,14,260,259,1,1,2
NFL,1967,Washington Commanders,6.5,7.5,14,347,353,5.5,5.5,11
NFL,1967,New York Jets,8.5,5.5,14,371,329,2.5,1.5,4
NFL,1967,Kansas City Chiefs,9,5,14,408,254,1,3,4
NFL,1967,Chicago Bears,7.5,6.5,14,239,218,0.5,2.5,3
NFL,1967,New York Giants,7,7,14,369,379,4,2,6
NFL,1967,Atlanta Falcons,1.5,12.5,14,175,422,1.5,3.5,5
NFL,1967,New England Patriots,3.5,10.5,14,280,389,0.5,3.5,4
NFL,1968,Los Angeles Chargers,9,5,14,382,310,1,3,4
NFL,1968,Buffalo Bills,1.5,12.5,14,199,367,1.5,4.5,6
NFL,1968,Tennessee Titans,7,7,14,303,248,0,2,2
NFL,1968,Miami Dolphins,5.5,8.5,14,276,355,2.5,2.5,5
NFL,1968,Minnesota Vikings,8,6,14,282,242,3,2,5
NFL,1968,Kansas City Chiefs,12,2,14,371,170,3,1,4
NFL,1968,Pittsburgh Steelers,2.5,11.5,14,244,397,1.5,3.5,5
NFL,1968,Cincinnati Bengals,3,11,14,215,329,0,3,3
NFL,1968,Dallas Cowboys,12,2,14,431,186,0,1,1
NFL,1968,Chicago Bears,7,7,14,250,333,5,2,7
NFL,1968,New Orleans Saints,4.5,9.5,14,246,327,2.5,2.5,5
NFL,1968,Indianapolis Colts,13,1,14,402,144,2,0,2
NFL,1968,Green Bay Packers,6.5,7.5,14,281,227,1.5,5.5,7
NFL,1968,Arizona Cardinals,9.5,4.5,14,325,289,4.5,0.5,5
NFL,1968,Detroit Lions,5,9,14,207,241,2,4,6
NFL,1968,Los Angeles Rams,10.5,3.5,14,312,200,4.5,2.5,7
NFL,1968,San Francisco 49ers,7.5,6.5,14,303,310,3.5,1.5,5
NFL,1968,Atlanta Falcons,2,12,14,170,389,2,4,6
NFL,1968,New England Patriots,4,10,14,229,406,1,0,1
NFL,1968,Philadelphia Eagles,2,12,14,202,351,0,5,5
NFL,1968,Cleveland Browns,10,4,14,394,273,2,1,3
NFL,1968,New York Giants,7,7,14,294,325,3,3,6
NFL,1968,Denver Broncos,5,9,14,255,404,4,2,6
NFL,1968,New York Jets,11,3,14,419,280,4,2,6
NFL,1968,Washington Commanders,5,9,14,249,358,3,2,5
NFL,1968,Las Vegas Raiders,12,2,14,453,233,3,0,3
NFL,1969,Buffalo Bills,4,10,14,230,359,2,1,3
NFL,1969,Las Vegas Raiders,12.5,1.5,14,377,242,5.5,0.5,6
NFL,1969,Denver Broncos,5.5,8.5,14,297,344,2.5,2.5,5
NFL,1969,Cincinnati Bengals,4.5,9.5,14,280,367,2.5,3.5,6
NFL,1969,Los Angeles Chargers,8,6,14,288,276,5,1,6
NFL,1969,Green Bay Packers,8,6,14,269,221,2,3,5
NFL,1969,New England Patriots,4,10,14,266,316,0,5,5
NFL,1969,New York Giants,6,8,14,264,298,4,3,7
NFL,1969,Indianapolis Colts,8.5,5.5,14,279,268,6.5,3.5,10
NFL,1969,Pittsburgh Steelers,1,13,14,218,404,1,6,7
NFL,1969,Dallas Cowboys,11.5,2.5,14,369,223,3.5,1.5,5
NFL,1969,New Orleans Saints,5,9,14,311,393,3,4,7
NFL,1969,Philadelphia Eagles,4.5,9.5,14,279,377,3.5,5.5,9
NFL,1969,Atlanta Falcons,6,8,14,276,268,1,5,6
NFL,1969,Detroit Lions,9.5,4.5,14,259,188,4.5,1.5,6
NFL,1969,Tennessee Titans,7,7,14,278,279,3,4,7
NFL,1969,Minnesota Vikings,12,2,14,379,133,3,2,5
NFL,1969,Los Angeles Rams,11,3,14,320,243,5,2,7
NFL,1969,Arizona Cardinals,4.5,9.5,14,314,389,1.5,2.5,4
NFL,1969,Cleveland Browns,10.5,3.5,14,351,300,4.5,1.5,6
